Name;Country;Genre;Status;URL
I See Satan Fall like Lightning;United States;Post-Black Metal;Active;https://www.metal-archives.com/bands/I_See_Satan_Fall_like_Lightning/3540527135
I Set Fire;Germany;Metalcore;Active;https://www.metal-archives.com/bands/I_Set_Fire/3540510794
I Shall Devour;Australia;Deathcore;Active;https://www.metal-archives.com/bands/I_Shall_Devour/3540331236
I Shall Move the Earth;Netherlands;Black Metal;Split-up;https://www.metal-archives.com/bands/I_Shall_Move_the_Earth/3540364345
I Shalt Become;United States;"Black Metal (early); Atmospheric/Symphonic Black Metal (later)";Active;https://www.metal-archives.com/bands/I_Shalt_Become/2808
I Shit on Your Face;Brazil;"Goregrind (early); Grindcore/Brutal Death Metal (later)";Split-up;https://www.metal-archives.com/bands/I_Shit_on_Your_Face/3540376091
I Shot the Sheriff;United States;Deathcore;Split-up;https://www.metal-archives.com/bands/I_Shot_the_Sheriff/3540542881
I Smile at the Dead;Russia;Death/Thrash Metal;Active;https://www.metal-archives.com/bands/I_Smile_at_the_Dead/3540507012
I Sorg;Norway;Black Metal;Active;https://www.metal-archives.com/bands/I_Sorg/3540510289
I Spit Ashes;Germany;Melodic Death Metal;Active;https://www.metal-archives.com/bands/I_Spit_Ashes/3540303843
I Suffer Incorporated;Italy;Melodic Death Metal/Metalcore;Unknown;https://www.metal-archives.com/bands/I_Suffer_Incorporated/39613
I Swear Damnation;Norway;Melodic Death Metal;Active;https://www.metal-archives.com/bands/I_Swear_Damnation/3540425266
I the Betrayer;Norway;Heavy Metal;Active;https://www.metal-archives.com/bands/I_the_Betrayer/3540427786
I the Intruder;Tunisia;Technical Death Metal, Grindcore;Active;https://www.metal-archives.com/bands/I_the_Intruder/3540392281
I the Target;United States;Sludge/Doom Metal;Split-up;https://www.metal-archives.com/bands/I_the_Target/3540466022
I the Unlord;Germany;Sludge/Death Metal;Active;https://www.metal-archives.com/bands/I_the_Unlord/3540286366
I the Witch;Italy;Drone/Doom/Sludge Metal;Active;https://www.metal-archives.com/bands/I_the_Witch/3540330353
I Tore My Eyes Out;Russia;Slam/Brutal Death Metal/Deathcore;Active;https://www.metal-archives.com/bands/I_Tore_My_Eyes_Out/3540490360
I Vecchi Atonal;Italy;Doom/Sludge Metal/Electronic;Changed name;https://www.metal-archives.com/bands/I_Vecchi_Atonal/3540410307
I Warned You;Czechia;Melodic Death Metal/Metalcore;Active;https://www.metal-archives.com/bands/I_Warned_You/3540359643
I Will Kill You;Italy;Death/Thrash Metal;Active;https://www.metal-archives.com/bands/I_Will_Kill_You/3540335478
I Will Tear This World Apart;Norway;"Metalcore (early); Black/Doom Metal (later)";Active;https://www.metal-archives.com/bands/I_Will_Tear_This_World_Apart/3540453121
I Witness;Belgium;Death/Thrash Metal;Split-up;https://www.metal-archives.com/bands/I_Witness/39619
I-Arc;Brazil;Heavy Metal;Active;https://www.metal-archives.com/bands/I-Arc/3540412252
I-Remain;United Kingdom;Thrash Metal with Metalcore influences;Split-up;https://www.metal-archives.com/bands/I-Remain/38318
I-Six;United States;Thrash Metal;Active;https://www.metal-archives.com/bands/I-Six/60502
I-Thong;Thailand;Thrash Metal;Split-up;https://www.metal-archives.com/bands/I-Thong/118548
I, Apokalypse;Canada;Black/Death Metal;Active;https://www.metal-archives.com/bands/I%2C_Apokalypse/3540455154
I, Blasphemy;Brazil;Death Metal/Deathcore;Unknown;https://www.metal-archives.com/bands/I%2C_Blasphemy/3540542412
I, Cursed;Finland;Death Metal/Grindcore;Active;https://www.metal-archives.com/bands/I%2C_Cursed/3540539602
I, Destroyer;United States;Thrash/Speed Metal;Active;https://www.metal-archives.com/bands/I%2C_Destroyer/63617
I, Detest;United States;Deathcore;Split-up;https://www.metal-archives.com/bands/I%2C_Detest/3540433478
I, Enclave;United States;Black/Death Metal;Active;https://www.metal-archives.com/bands/I%2C_Enclave/3540466892
I, Forlorn;Netherlands;Doom/Death Metal;Active;https://www.metal-archives.com/bands/I%2C_Forlorn/3540431005
I, Lord Aveu;France;Pagan Black/Folk Metal;Active;https://www.metal-archives.com/bands/I%2C_Lord_Aveu/3540332668
I, Machinery;Portugal;Progressive Death Metal;Active;https://www.metal-archives.com/bands/I%2C_Machinery/3540341028
I, Misery;United States;Death Metal;Split-up;https://www.metal-archives.com/bands/I%2C_Misery/61371
I, of the Trees and Wind;International;Atmospheric Black Metal;Active;https://www.metal-archives.com/bands/I%2C_of_the_Trees_and_Wind/3540510668
I, Pariah;United States;Deathcore;Split-up;https://www.metal-archives.com/bands/I%2C_Pariah/3540462289
I, Protagonist;Australia;Technical Death Metal;On hold;https://www.metal-archives.com/bands/I%2C_Protagonist/3540423231
I, Satan;United States;Deathcore;Active;https://www.metal-archives.com/bands/I%2C_Satan/3540530838
I, the Consumer;United Kingdom;Grindcore;Unknown;https://www.metal-archives.com/bands/I%2C_the_Consumer/3540465715
I, the Destroyer;Canada;Brutal Deathcore;Split-up;https://www.metal-archives.com/bands/I%2C_the_Destroyer/3540303376
I, the Weapon;Argentina;Sludge/Doom/Post-Metal;Active;https://www.metal-archives.com/bands/I%2C_the_Weapon/3540448632
I, the Witchfinder;Russia;Doom/Stoner Metal;Active;https://www.metal-archives.com/bands/I%2C_the_Witchfinder/3540510021
I.;United Kingdom;Atmospheric/Depressive Black Metal;Active;https://www.metal-archives.com/bands/I./3540491325
I.A!;China;Groove Metal, Metalcore;Unknown;https://www.metal-archives.com/bands/I.A%21/3540399430
I.C.C.U.T.Black.E.M.;Peru;Depressive Black Metal;Active;https://www.metal-archives.com/bands/I.C.C.U.T.Black.E.M./3540456246
I.C.H.S.;Norway;Melodic Black Metal;Unknown;https://www.metal-archives.com/bands/I.C.H.S./3540501707
I.C.O.N.;United Kingdom;Groove Metal;Unknown;https://www.metal-archives.com/bands/I.C.O.N./3540262150
I.C.S.;Italy;Thrash Metal;Active;https://www.metal-archives.com/bands/I.C.S./3540341958
I.D. Test;Netherlands;Heavy Metal;Split-up;https://www.metal-archives.com/bands/I.D._Test/39323
I.G.A.D.S.N.A.G.I.A.T.;Germany;Black/Death Metal;Active;https://www.metal-archives.com/bands/I.G.A.D.S.N.A.G.I.A.T./3540355537
I.G.N.E.M.;Bolivia;Black Metal;Active;https://www.metal-archives.com/bands/I.G.N.E.M./3540410771
I.H.A.F.;United Kingdom;Black Metal;Unknown;https://www.metal-archives.com/bands/I.H.A.F./3540536785
I.H.U.;United Kingdom;Death Metal;Unknown;https://www.metal-archives.com/bands/I.H.U./122256
I.M. Chaos;Mexico;Progressive Death/Black Metal;Active;https://www.metal-archives.com/bands/I.M._Chaos/3540537834
I.M.C.;Switzerland;Industrial Death Metal;Split-up;https://www.metal-archives.com/bands/I.M.C./63186
I.M.M.N.N.T.;France;Atmospheric Post-Black Metal with Doom Metal influences;Active;https://www.metal-archives.com/bands/I.M.M.N.N.T./3540480605
I.M.O.D.I.U.M.;Ecuador;Death/Groove Metal;Active;https://www.metal-archives.com/bands/I.M.O.D.I.U.M./127550
I.M.R.I.;Colombia;Death Metal;Split-up;https://www.metal-archives.com/bands/I.M.R.I./122433
I.N.C.;United States;Thrash Metal;Active;https://www.metal-archives.com/bands/I.N.C./1934
I.N.D;Poland;Heavy Metal;Active;https://www.metal-archives.com/bands/I.N.D/3540532462
I.N.D.I.C.A.T.O.R.;Denmark;"Heavy Metal (early); Groove Metal (later)";Unknown;https://www.metal-archives.com/bands/I.N.D.I.C.A.T.O.R./3540341867
I.N.F.;Russia;Death Metal/Hardcore;Split-up;https://www.metal-archives.com/bands/I.N.F./78386
I.N.R.I;Netherlands;Death Metal;Active;https://www.metal-archives.com/bands/I.N.R.I/3508
I.N.R.I.;Mexico;Industrial/Black Metal;Active;https://www.metal-archives.com/bands/I.N.R.I./3540323647
I.N.R.I.;Mexico;Black Metal;Active;https://www.metal-archives.com/bands/I.N.R.I./3540543071
I.N.R.I.;Mexico;Thrash Metal;Split-up;https://www.metal-archives.com/bands/I.N.R.I./121747
I.N.R.I.;United States;Power/Thrash Metal;Split-up;https://www.metal-archives.com/bands/I.N.R.I./3540300192
I.O.S.;Brazil;Grindcore/Death Metal;Active;https://www.metal-archives.com/bands/I.O.S./3540369138
I.O.S.T.;France;Brutal Death Metal/Grindcore;Split-up;https://www.metal-archives.com/bands/I.O.S.T./6270
I.rak;Ukraine;Thrash Metal;Active;https://www.metal-archives.com/bands/I.rak/3540513796
I.S.o.S.;United States;Black Metal;Split-up;https://www.metal-archives.com/bands/I.S.o.S./14593
I.S.S.;Sweden;Black Metal;Active;https://www.metal-archives.com/bands/I.S.S./41970
I.See.Red;Greece;Metalcore;Active;https://www.metal-archives.com/bands/I.See.Red/3540477702
I.V.R.;Bulgaria;Thrash Metal;Active;https://www.metal-archives.com/bands/I.V.R./3540390676
I.W.T.D;Chile;Thrash Metal;Active;https://www.metal-archives.com/bands/I.W.T.D/3540533699
I.X.R.I.;United States;Black Metal;Split-up;https://www.metal-archives.com/bands/I.X.R.I./54464
I'll Eat Your Face;Ireland;Progressive Death/Thrash Metal/Grindcore;Active;https://www.metal-archives.com/bands/I%27ll_Eat_Your_Face/3540262171
I'm Fine;Russia;Gothic/Doom Metal;Active;https://www.metal-archives.com/bands/I%27m_Fine/3540354695
I'm from the Government and I'm Here to Help;United States;Metalcore;Active;https://www.metal-archives.com/bands/I%27m_from_the_Government_and_I%27m_Here_to_Help/3540396146
I'm in a Coffin;United States;Depressive Black Metal;Active;https://www.metal-archives.com/bands/I%27m_in_a_Coffin/127727
I'm Nothing;Belarus;Depressive Black Metal;Active;https://www.metal-archives.com/bands/I%27m_Nothing/3540411800
I'm Tired;Indonesia;Atmospheric/Depressive Black Metal;Active;https://www.metal-archives.com/bands/I%27m_Tired/3540534109
I'M'L;Canada;Groove Metal;Split-up;https://www.metal-archives.com/bands/I%27M%27L/42778
I'mmortal;Russia;Gothic/Doom Metal;Split-up;https://www.metal-archives.com/bands/I%27mmortal/41531
I've Got Worms;United States;Blackened Death Metal;Active;https://www.metal-archives.com/bands/I%27ve_Got_Worms/3540486494
I124Q;Greenland;Folk Metal;Active;https://www.metal-archives.com/bands/I124Q/3540451940
I4896;Russia;Atmospheric Black Metal, Ambient, Trance;Active;https://www.metal-archives.com/bands/I4896/3540408190
I4NI;United States;Thrash Metal;Split-up;https://www.metal-archives.com/bands/I4NI/12979
IA;Finland;Progressive Metal;Active;https://www.metal-archives.com/bands/IA/3540470060
IA-58 Pucará;Argentina;Thrash Metal;Active;https://www.metal-archives.com/bands/IA-58_Pucar%C3%A1/3540375375
Iabhorher;United States;Grindcore/Death/Sludge Metal;Split-up;https://www.metal-archives.com/bands/Iabhorher/3540435906
Iactus Veneris;Peru;Heavy Metal;Active;https://www.metal-archives.com/bands/Iactus_Veneris/3540489544
IAD;Germany;Black Metal;Active;https://www.metal-archives.com/bands/IAD/22163
Iad Uroboros;Russia;Black Metal;Active;https://www.metal-archives.com/bands/Iad_Uroboros/3540274195
Iadalbaoth;Mexico;Brutal Death Metal;Unknown;https://www.metal-archives.com/bands/Iadalbaoth/45331
Iadalbaoth;Ecuador;Black Metal;Active;https://www.metal-archives.com/bands/Iadalbaoth/3540358359
Iadanamada;Mexico;Black Metal;Split-up;https://www.metal-archives.com/bands/Iadanamada/25877
Iahsari;Georgia;Symphonic Metal;Active;https://www.metal-archives.com/bands/Iahsari/3540433978
Ialdabaoth;France;Industrial Grindcore/Black Metal, Noise;Active;https://www.metal-archives.com/bands/Ialdabaoth/3540547031
IAM;Germany;Black Metal;Active;https://www.metal-archives.com/bands/IAM/3540486017
Iamdisease;Slovenia;Hardcore/Thrash/Sludge Metal;Active;https://www.metal-archives.com/bands/Iamdisease/3540357714
Iamend;Ireland;Progressive Metal;Active;https://www.metal-archives.com/bands/Iamend/3540387075
IAmFire;Denmark;Stoner Metal/Rock;Active;https://www.metal-archives.com/bands/IAmFire/3540427073
IamGod;Germany;Doom Metal;Active;https://www.metal-archives.com/bands/IamGod/3540384487
Iamsin;Finland;Metalcore;Active;https://www.metal-archives.com/bands/Iamsin/3540540398
Iamthethorn;United States;Sludge Metal;Unknown;https://www.metal-archives.com/bands/Iamthethorn/98592
Ian;Argentina;Heavy Metal;Active;https://www.metal-archives.com/bands/Ian/85384
Ian;United States;Death/Thrash Metal;Active;https://www.metal-archives.com/bands/Ian/107409
Ian Elliott;United States;Melodic Death Metal;Active;https://www.metal-archives.com/bands/Ian_Elliott/3540528560
Ian Highhill;Finland;Heavy/Doom Metal/Hard Rock;Active;https://www.metal-archives.com/bands/Ian_Highhill/3540483797
Ian Keith Hafner;United States;Heavy Metal;Active;https://www.metal-archives.com/bands/Ian_Keith_Hafner/113172
Ian Malcolm's Chaos Theory;United States;Melodic Death Metal;Split-up;https://www.metal-archives.com/bands/Ian_Malcolm%27s_Chaos_Theory/3540272031
Ian Parry;Netherlands;Progressive Metal;Active;https://www.metal-archives.com/bands/Ian_Parry/17745
Ian Parry's Rock Emporium;Netherlands;Progressive Heavy Metal;Active;https://www.metal-archives.com/bands/Ian_Parry%27s_Rock_Emporium/3540489625
Ianoda;Romania;Black Metal;Active;https://www.metal-archives.com/bands/Ianoda/3540420881
Ianwill;France;Melodic Death Metal/Metalcore;Active;https://www.metal-archives.com/bands/Ianwill/3540459647
Iapethos;Finland;Industrial Black/Death Metal;Active;https://www.metal-archives.com/bands/Iapethos/3540344832
Iapetos;Germany;Black Metal;Active;https://www.metal-archives.com/bands/Iapetos/3540360431
Iapetus;United States;Melodic/Progressive Death Metal;Active;https://www.metal-archives.com/bands/Iapetus/3540361823
Iära;Finland;Black Metal;Active;https://www.metal-archives.com/bands/I%C3%A4ra/3540501533
Iardarmegin;Germany;Black Metal;Active;https://www.metal-archives.com/bands/Iardarmegin/3540414458
Iarmhairt;United Kingdom;Atmospheric Black Metal;Active;https://www.metal-archives.com/bands/Iarmhairt/3540540852
Iarna;United States;Black Metal;Active;https://www.metal-archives.com/bands/Iarna/3540486084
